key1,key2,DEFINED_FOR_INTENSITY_MEASURE_COMPONENT,DEFINED_FOR_INTENSITY_MEASURE_TYPES,DEFINED_FOR_REFERENCE_VELOCITY,DEFINED_FOR_STANDARD_DEVIATION_TYPES,DEFINED_FOR_TECTONIC_REGION_TYPE,REQUIRES_ATTRIBUTES,REQUIRES_DISTANCES,REQUIRES_RUPTURE_PARAMETERS,REQUIRES_SITES_PARAMETERS,__doc__,__init__,DEFINED_FOR_REFERENCE_VELOCITy,REQUIRES_IMTS
openquake.hazardlib.gsim.tromans_2019,TromansEtAl2019SigmaMu,Average Horizontal (RotD50),[],,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],[],"['rake', 'mag']",[],"
    Extension of the Tromans et al. (2019) to facilitate the application
    of the statistical uncertainty (sigma_mu) adjustment using the factors
    described by Al Atik & Youngs (2014)

    Al Atik, L. and Youngs, R. R. (2014) ""Epistemic Uncertainty for
    NGA-West 2 Models"", Earthquake Spectra, 30(3): 1301 - 1318
    ","{'self': None, 'gmpe_name': None, 'branch': 'central', 'sigma_mu_epsilon': 0.0, 'homoskedastic_sigma': False, 'scaling_factor': None, 'vskappa': None, 'phi_ds2s': True}",,
openquake.hazardlib.gsim.usgs_ceus_2019,NGAEastGMPE,Average Horizontal (RotD50),[],,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],[],['mag'],['vs30'],"
    A generalised base class for the implementation of a GMPE in which the
    mean values are determined from tables (input by the user) and the standard
    deviation model taken from Al Atik (2015). Should be common to all
    NGA East ground motion models.

    The site amplification model is developed using the model described by
    Stewart et al. (2019) and Hashash et al. (2019). The model contains a
    linear and a non-linear component of amplification.

    The linear model is described in Stewart et al., (2017) and Stewart et al
    (2019), with the latter taken as the authoritative source where differences
    arise:

    Stewart, J. P., Parker, G. A., Harmon, J. A., Atkinson, G. A., Boore, D.
    M., Darragh, R. B., Silva, W. J. and Hashash, Y. M. A. (2017) ""Expert Panel
    Recommendations for Ergodic Site Amplification in Central and Eastern
    North America"", PEER Report No. 2017/04, Pacific Earthquake Engineering
    Research Center, University of California, Berkeley.

    Stewart, J. P., Parker, G. A., Atkinson, G. M., Boore, D. M., Hashash, Y.
    M. A. and Silva, W. J. (2019) ""Ergodic Site Amplification Model for Central
    and Eastern North America"", Earthquake Spectra, in press

    The nonlinear model is described in Hashash et al. (2017) and Hashash et
    al. (2019), with the latter taken as the authoritarive source where
    differences arise:

    Hashash, Y. M. A., Harmon, J. A., Ilhan, O., Parker, G. and Stewart, J. P.
    (2017), ""Recommendation for Ergonic Nonlinear Site Amplification in
    Central and Eastern North America"", PEER Report No. 2017/05, Pacific
    Earthquake Engineering Research Center, University of California, Berkeley.

    Hashash, Y. M. A., Ilhan, O., Harmon, J. A., Parker, G. A., Stewart, J. P.
    Rathje, E. M., Campbell, K. W., and Silva, W. J. (2019) ""Nonlinear site
    amplification model for ergodic seismic hazard analysis in Central and
    Eastern North America"", Earthquake Spectra, in press

    Note that the uncertainty provided in this model is treated as an
    epistemic rather than aleatory variable. As such there is no modification
    of the standard deviation model used for the bedrock case. The epistemic
    uncertainty can be added to the model by the user input site_epsilon term,
    which describes the number of standard deviations by which to multiply
    the epistemic uncertainty model, to then be added or subtracted from the
    median amplification model

    :param str tau_model:
        Choice of model for the inter-event standard deviation (tau), selecting
        from ""global"" {default}, ""cena"" or ""cena_constant""

    :param str phi_model:
        Choice of model for the single-station intra-event standard deviation
        (phi_ss), selecting from ""global"" {default}, ""cena"" or ""cena_constant""

    :param str phi_s2ss_model:
        Choice of station-term s2ss model. Can be either ""cena"" or None. When
        None is input then the non-ergodic model is used

    :param TAU:
        Inter-event standard deviation model

    :param PHI_SS:
        Single-station standard deviation model

    :param PHI_S2SS:
        Station term for ergodic standard deviation model

    :param bool ergodic:
        True if an ergodic model is selected, False otherwise

    :param float site_epsilon:
        Number of standard deviations above or below median for the uncertainty
        in the site amplification model
    ","{'self': None, 'gmpe_table': None, 'tau_model': 'global', 'phi_model': 'global', 'phi_s2ss_model': None, 'tau_quantile': None, 'phi_ss_quantile': None, 'phi_s2ss_quantile': None, 'site_epsilon': None}",,
openquake.hazardlib.gsim.usgs_ceus_2019,NGAEastUSGSGMPE,Average Horizontal (RotD50),[],,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],[],['mag'],['vs30'],"
    For the ""core"" NGA East set the table is provided in the code in a
    subdirectory fixed to the path of the present file. The GMPE table option
    is therefore no longer needed if a GSIM alias is used.
    ","{'self': None, 'gmpe_table': '', 'sigma_model': 'COLLAPSED', 'epistemic_site': True, 'usgs_2023_bias_adj': False, 'coastal_plains_site_amp': False, 'z_sed_scaling': False}",,
openquake.hazardlib.gsim.vanhoutte_2018,VanHoutteEtAl2018RSD,Average Horizontal,['RSD575'],,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],['mag'],['vs30'],"
    Implements the GMPE of Van Houtte et al. (2018) for significant duration
    with 5 - 75 % Arias Intensity. doi:10.1785/0120170076. The oscillator
    duration model has not yet been implemented.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.weatherill_2024,KothaEtAl2020ESHM20,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['hypo_depth', 'mag']","['region', 'vs30measured', 'vs30']","
    Adaptation of the Kotha et al. (2020) GMPE for application to the
    2020 European Seismic Hazard Model, as described in Weatherill et al.
    (2020)
    Weatherill, G., Kotha, S. R. and Cotton, F. (2020) ""A regionally-adaptable
    'scaled-backbone' ground motion logic tree for shallow seismicity in
    Europe: application to the 2020 European seismic hazard model"". Bulletin
    of Earthquake Engineering, 18:5087 - 5117
    There are three key adaptations of the original Kotha et al. (2020) GMM:
    1) The use of the residual attenuation regions, which represent the five
    main sub-regions of Europe with similar attenuation characteristics. The
    assignment to a particular group is now a site-dependent property,
    requiring the definition of the ""eshm20_region"", an integer value between
    0 and 5 indicating the residual attenuation region to which the site
    belongs (1 - 5) or else the default values (0). For each region an expected
    c3 and variance, tau_c3, are defined from which the resulting c3 is taken
    as a multiple of the number of standard deviations of tau_c3.
    2) The site amplification is defined using a two-segment piecewise linear
    linear function. This form of the GMPE defines the site in terms of a
    measured or inferred Vs30, with the total aleatory variability adjusted
    accordingly.
    3) A magnitude-dependent heteroskedastic aleatroy uncertainty model is
    used for the region-corrected between-event residuals and the site-
    corrected within event residuals. The former taken from the ""global"" tau
    model of Al Atik (2015), while the later is adapted from the ""global"" phi0
    model of Al Atik (2015) adapted to the distribution of site-corrected
    within-event residuals determined by the original regression of Kotha et
    al. (2020).
    Al Atik, L. (2015) NGA-East: Ground-Motion Standard Deviation Models for
    Central and Eastern North America, PEER Technical Report, No 2015/07
    ","{'self': None, 'sigma_mu_epsilon': 0.0, 'c3_epsilon': 0.0, 'ergodic': True, 'dl2l': None, 'c3': None}",,
openquake.hazardlib.gsim.weatherill_2024,Weatherill2024ESHM20AvgSA,Average Horizontal (RotD50),['AvgSA'],,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['hypo_depth', 'mag']","['region', 'vs30measured', 'vs30']","
    This class implements a variation of the Kotha et al (2020; 2022) GMM that
    was used for the ESHM20, but here the predicted intensity measure is
    average SA (AvgSA) rather than SA. This is a form of direct AvgSA GMM,
    which is fit using the same data set as that of KothaEtAl2020 with AvgSA
    defined according the specifications of (among others) Iacoletti et al.
    (2023):

    AvgSA = sqrt(prod([0.2 x T <= T <= 1.5 x T]))

    where a total of 10 linearly-spaced conditioning periods in the range are
    used to define the average SA.

    As the same regression methods were used to fit AvgSA then all of the
    adjustment terms adopted by the ESHM20 (sigma_mu_epsilon, c3_epsilon,
    ergodic etc.) can be applied to the AvgSA GMM, which allows the same logic
    tree to be constructed for the direct AvgSA case.

    Further details on the compilation and application of the GMM are being
    developed in the following publication (in preparation):

    Weatherill, G (2024) ""A Regionalised Direct AvgSA Ground Motion Model for
    Europe"", (Journal TBC)

    As this is in preparation, futue changes to the model are possible
    so we therefore retain the experimental warning, which will be removed
    at a future date.
    ","{'self': None, 'sigma_mu_epsilon': 0.0, 'c3_epsilon': 0.0, 'ergodic': True, 'dl2l': None, 'c3': None}",,
openquake.hazardlib.gsim.weatherill_2024,Weatherill2024ESHM20AvgSAHomoskedastic,Average Horizontal (RotD50),['AvgSA'],,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['hypo_depth', 'mag']","['region', 'vs30measured', 'vs30']","Variant of the Weatherill2024ESHM20 direct GMPE for AvgSA with the
    homoskedastic sigma coming from the original mixed effects regression
    ","{'self': None, 'sigma_mu_epsilon': 0.0, 'c3_epsilon': 0.0, 'ergodic': True, 'dl2l': None, 'c3': None}",,
openquake.hazardlib.gsim.weatherill_2024,Weatherill2024ESHM20SlopeGeologyAvgSA,Average Horizontal (RotD50),['AvgSA'],,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['hypo_depth', 'mag']","['region', 'geology', 'slope']","
    Adaptation of the ESHM20-implemented Kotha et al. (2020) model taking
    direct Average Sa (AvgSA). For use when defining site amplification
    based on with slope and geology rather than inferred/measured Vs30.
    ","{'self': None, 'sigma_mu_epsilon': 0.0, 'c3_epsilon': 0.0, 'ergodic': True, 'dl2l': None, 'c3': None}",,
openquake.hazardlib.gsim.yenier_atkinson_2015,BooreEtAl2014,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by David M. Boore, Jonathan P. Stewart,
    Emel Seyhan and Gail Atkinson, and published as ""NGA-West2 Equations for
    Predicting PGA, PGV, nd 5 % Damped PGA for Shallow Crustal Earthquakes
    (2014, Earthquake Spectra, Volume 30, No. 3, pages 1057 - 1085).
    ","{'self': None, 'region': 'nobasin', 'sof': True, 'sigma_mu_epsilon': 0.0, 'usgs_basin_scaling': False, 'cybershake_basin_adj': False}",,
openquake.hazardlib.gsim.yenier_atkinson_2015,YenierAtkinson2015BSSA,Average Horizontal,"['PGV', 'PGA', 'SA']",,['Total'],Active Shallow Crust,"['region', 'focal_depth', 'adapted']",['rrup'],"['hypo_depth', 'mag']",['vs30'],"
    Implements the GMM of Yenier and Atkinson (2015) as described in the
    paper titled ""Regionally Adjustable Generic Ground-Motion Prediction
    Equation to Central and Eastern North America"" published on BSSA, vol 105.

    Note that this model does not provide a standard deviation, hence, in order
    to use it for PSHA calculations if must be combined with a model for ground
    motion aleatory uncertainty such as, for example, the one proposed by
    Al Atik (2014).

    :param focal_depth:
        A float defining focal depth [km].
    :param region:
        A string specifying a region. Admitted values are 'CENA' (Central and
        East North America) and 'CA' (California). Default is 'CENA'
    ","{'self': None, 'focal_depth': None, 'region': 'CENA'}",,
openquake.hazardlib.gsim.youd_etal_2002,YoudEtAl2002,Horizontal,['LSD'],,['Total'],Active Shallow Crust,[],['repi'],"['hypo_depth', 'mag']","['D50_15', 'slope', 'T_15', 'freeface_ratio', 'F_15']","
    Implements the GMPE of Youd et al. (2002) for calculating Permanent
    ground defomation(m) from lateral spread

    Youd, T. L., Hansen, C. M., & Bartlett, S. F. (2002). Revised
    multilinear regression equations for prediction of lateral spread
    displacement. Journal of Geotechnical and Geoenvironmental Engineering,
    128(12), 1007-1017.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.yu_2013,YuEtAl2013Ms,Average Horizontal,"['PGV', 'PGA', 'SA']",,['Total'],Active Shallow Crust,[],"['repi', 'azimuth']",['mag'],[],"
    Implements the Yu et al. (2013) GMPE used for the calculation of the 2015
    version of the national seismic hazard maps for China. Note that magnitude
    supported is Ms.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.yu_2013,YuEtAl2013MsEastern,Average Horizontal,"['PGV', 'PGA', 'SA']",,['Total'],Stable Shallow Crust,[],"['repi', 'azimuth']",['mag'],[],,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.yu_2013,YuEtAl2013MsStable,Average Horizontal,"['PGV', 'PGA', 'SA']",,['Total'],Stable Shallow Crust,[],"['repi', 'azimuth']",['mag'],[],,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.yu_2013,YuEtAl2013MsTibet,Average Horizontal,"['PGV', 'PGA', 'SA']",,['Total'],Active Shallow Crust,[],"['repi', 'azimuth']",['mag'],[],,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.yu_2013,YuEtAl2013Mw,Average Horizontal,"['PGV', 'PGA', 'SA']",,['Total'],Active Shallow Crust,[],"['repi', 'azimuth']",['mag'],[],"
    This is a modified version of the original Yu et al. (2013) that supports
    the use of Mw rather than Ms. The Mw to Ms conversion equation used is the
    one proposed by Cheng et al. (2017). Note that this version does not
    propagate the uncertainty related to the magnitude conversion process.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.yu_2013,YuEtAl2013MwEastern,Average Horizontal,"['PGV', 'PGA', 'SA']",,['Total'],Stable Shallow Crust,[],"['repi', 'azimuth']",['mag'],[],,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.yu_2013,YuEtAl2013MwStable,Average Horizontal,"['PGV', 'PGA', 'SA']",,['Total'],Stable Shallow Crust,[],"['repi', 'azimuth']",['mag'],[],,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.yu_2013,YuEtAl2013MwTibet,Average Horizontal,"['PGV', 'PGA', 'SA']",,['Total'],Active Shallow Crust,[],"['repi', 'azimuth']",['mag'],[],,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.zafarani_2018,ZafaraniEtAl2018,Average Horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by H.Zafarani, L.Luzi, G.Lanzano,
    M.R.Soghrat and published as ""Empirical equations for the
    prediction of PGA and pseudo spectral accelerations using 
    Iranian strong-motion data"",
    J Seismol, DOI 10.1007/s10950-017-9704-y.
    SA are given from 0.04 s to 4 s.
    The regressions are developed considering the geometrical mean of the
    horizontal components
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.zafarani_2018,ZafaraniEtAl2018VHratio,Vertical-to-Horizontal Ratio,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Calculates the V/H ratio.
    ","{'self': None, 'kwargs': None}",,
